Label,Size,Period,Accuracy,Run Rate
cardboard,80,58.6875,0.975,0.73359375
glass,100,19.578125,0.94,0.19578125
metal,82,13.40625,0.9634146341463414,0.16349085365853658
paper,118,25.859375,0.9661016949152542,0.21914724576271186
plastic,96,19.6875,0.8958333333333334,0.205078125
trash,27,6.578125,0.9629629629629629,0.24363425925925927
