Label,Size,Period,Accuracy,Run Rate
cardboard,121,6.328125,0.8016528925619835,0.05229855371900827
glass,151,4.21875,0.7947019867549668,0.027938741721854305
metal,123,3.53125,0.7154471544715447,0.028709349593495935
paper,179,5.0625,0.9385474860335196,0.028282122905027934
plastic,145,4.109375,0.8413793103448276,0.02834051724137931
trash,42,1.125,0.7619047619047619,0.026785714285714284
